d1,x1,y1,z1,d2,x2,y2,z2,d3,x3,y3,z3
-0.013510629,0,-0.8,0,4.47E-05,0,-1.7,0,0,0,-2,0
-0.01057205,0,-0.85,0,-2.53E-05,0,-1.45,0,4.18E-05,0,-1.8,0
-0.008894517,0,-0.875,0,-6.30E-05,0,-1.4,0,-0.000144353,0,-1.3,0
-0.155012414,0,-0.025,0,2.60E-05,0,-1.55,0,-0.003480927,0,-1,0
-0.163897304,0,0,0,1.41E-05,0,-1.5,0,-0.000573645,0,-1.1,0
-0.011522712,0,-0.825,0,4.14E-05,0,-1.65,0,-0.011637594,0,-0.8,0
-0.016981088,0,-0.75,0,4.17E-05,0,-1.6,0,-0.102206267,0,-0.1,0
-0.14165945,0,-0.075,0,3.85E-05,0,-1.75,0,-0.003687214,0,-0.9,0
-0.014649931,0,-0.775,0,2.61E-05,0,-1.85,0,-0.149532337,0,0,0
-0.151635978,0,-0.05,0,3.50E-05,0,-1.8,0,-0.028038528,0,-0.6,0
-0.021041936,0,-0.7,0,9.15E-06,0,-1.95,0,-0.011523655,0,-0.7,0
-0.018334058,0,-0.725,0,1.89E-05,0,-1.9,0,-0.054771123,0,-0.3,0
-0.12793733,0,-0.125,0,0,0,-2,0,1.85E-05,0,-1.9,0
-0.136369014,0,-0.1,0,-0.142370784,0,-0.05,0,-0.098483428,0,-0.2,0
-0.025754641,0,-0.65,0,-0.167712994,0,0,0,-0.000341057,0,-1.2,0
-0.113319125,0,-0.175,0,-0.113464957,0,-0.15,0,3.42E-05,0,-1.5,0
-0.022636967,0,-0.675,0,-0.134761713,0,-0.1,0,-0.027697792,0,-0.5,0
-0.121258132,0,-0.15,0,-0.088799574,0,-0.25,0,2.12E-05,0,-1.4,0
-0.03118292,0,-0.6,0,-0.105721824,0,-0.2,0,-0.055702273,0,-0.4,0
-0.099670112,0,-0.225,0,-0.066399147,0,-0.35,0,4.72E-05,0,-1.7,0
-0.107165917,0,-0.2,0,-0.080956274,0,-0.3,0,6.70E-05,0,-1.6,0
-0.027623827,0,-0.625,0,-0.048344998,0,-0.45,0,-0.003160315,0.1,-1,0
-0.087082553,0,-0.275,0,-0.060594677,0,-0.4,0,3.74E-05,0.1,-1.8,0
-0.094126074,0,-0.25,0,-0.034156362,0,-0.55,0,5.58E-05,0.1,-1.6,0
-0.037391029,0,-0.55,0,-0.04422565,0,-0.5,0,-0.05141677,0.1,-0.4,0
-0.075579891,0,-0.325,0,-0.023272105,0,-0.65,0,-0.010674581,0.1,-0.8,0
-0.082143686,0,-0.3,0,-0.031295277,0,-0.6,0,-0.000330013,0.1,-1.2,0
-0.033362448,0,-0.575,0,-0.015132241,0,-0.75,0,-0.126564916,0.1,0,0
-0.065146653,0,-0.375,0,-0.021305108,0,-0.7,0,-0.025862835,0.1,-0.6,0
-0.071209093,0,-0.35,0,-0.009237666,0,-0.85,0,-0.091122855,0.1,-0.2,0
-0.044442197,0,-0.5,0,-0.013801175,0,-0.8,0,0,0.1,-2,0
0,0,-2,0,-0.005144425,0,-0.95,0,7.11E-06,0.1,-1.4,0
-0.00671138,0,-0.925,0,-0.008368025,0,-0.9,0,-0.002635392,0.2,-1,0
-0.055755531,0,-0.425,0,-0.002471967,0,-1.05,0,-0.002892125,0.2,-0.9,0
-0.008110357,0,-0.9,0,-0.004624378,0,-1,0,-0.000550759,0.2,-1.1,0
1.04E-05,0,-1.95,0,-0.002237052,0,-1.1,0,1.12E-05,0.2,-1.9,0
5.16E-06,0,-1.975,0,-0.000150647,0,-1.35,0,2.98E-05,0.2,-1.6,0
-0.004923827,0,-0.975,0,-0.000869608,0,-1.2,0,2.32E-05,0.2,-1.7,0
-0.039920615,0,-0.525,0,-0.00037339,0,-1.25,0,-0.041218414,0.2,-0.4,0
-0.006074398,0,-0.95,0,-0.001029234,0,-1.15,0,-0.000346914,0.2,-1.2,0
2.05E-05,0,-1.9,0,-0.000247868,0,-1.3,0,-0.008917485,0.2,-0.8,0
1.53E-05,0,-1.925,0,-0.079562396,0.05,-0.3,0,0,0.2,-2,0
-0.003486322,0,-1.025,0,3.39E-05,0.05,-1.8,0,2.54E-05,0.2,-1.8,0
2.99E-05,0,-1.85,0,0,0.05,-2,0,-0.022370176,0.2,-0.5,0
-0.004416741,0,-1,0,-0.002189915,0.05,-1.1,0,-0.009192924,0.2,-0.7,0
2.50E-05,0,-1.875,0,-0.013574525,0.05,-0.8,0,-0.043669832,0.2,-0.3,0
3.82E-05,0,-1.8,0,-0.020967233,0.05,-0.7,0,-0.093075071,0.2,0,0
-0.00235736,0,-1.075,0,-0.030811323,0.05,-0.6,0,-0.069237543,0.2,-0.1,0
3.38E-05,0,-1.825,0,1.09E-05,0.05,-1.5,0,-0.000185357,0.2,-1.3,0
-0.003093899,0,-1.05,0,-0.043542404,0.05,-0.5,0,-0.021022962,0.2,-0.6,0
4.51E-05,0,-1.75,0,-0.059625088,0.05,-0.4,0,-9.08E-06,0.2,-1.5,0
4.14E-05,0,-1.775,0,3.92E-05,0.05,-1.6,0,-0.066021259,0.2,-0.2,0
-0.001499066,0,-1.125,0,-0.103413643,0.05,-0.2,0,-3.72E-05,0.2,-1.4,0
4.97E-05,0,-1.7,0,-0.008224553,0.05,-0.9,0,0,0.3,-2,0
-0.002066209,0,-1.1,0,1.83E-05,0.05,-1.9,0,-0.001916946,0.3,-1,0
4.70E-05,0,-1.725,0,-0.000247995,0.05,-1.3,0,-0.028037809,0.3,-0.4,0
5.13E-05,0,-1.65,0,-0.000848254,0.05,-1.2,0,8.05E-06,0.3,-1.8,0
-0.000878962,0,-1.175,0,-6.59E-05,0.05,-1.4,0,-0.000391754,0.3,-1.2,0
-0.052395336,0,-0.45,0,4.29E-05,0.05,-1.7,0,-0.00656108,0.3,-0.8,0
-0.001298266,0,-1.15,0,-0.153489577,0.05,0,0,-0.015205163,0.3,-0.6,0
5.01E-05,0,-1.675,0,-0.131593128,0.05,-0.1,0,-0.043547936,0.3,-0.2,0
4.86E-05,0,-1.6,0,-0.004539034,0.05,-1,0,-8.96E-06,0.3,-1.6,0
-0.000488929,0,-1.225,0,-0.075067182,0.1,-0.3,0,-9.84E-05,0.3,-1.4,0
4.95E-05,0,-1.625,0,3.07E-05,0.1,-1.8,0,-0.061177388,0.3,0,0
-0.000758942,0,-1.2,0,-0.002088481,0.1,-1.1,0,-0.00911995,0.4,-0.6,0
-0.047364605,0,-0.475,0,-0.013006579,0.1,-0.8,0,-0.015728369,0.4,-0.4,0
4.01E-05,0,-1.55,0,-0.014306512,0.1,-0.75,0,-0.010209132,0.4,-0.5,0
-0.000287686,0,-1.275,0,-0.000969387,0.1,-1.15,0,-0.004437233,0.4,-0.7,0
-0.061303315,0,-0.4,0,-0.061849002,0.1,-0.35,0,-0.016874302,0.4,-0.3,0
-0.000412681,0,-1.25,0,-0.081887303,0.1,-0.25,0,-0.001369812,0.4,-0.9,0
4.39E-05,0,-1.575,0,2.30E-05,0.1,-1.85,0,-0.000170289,0.4,-1.4,0
2.33E-05,0,-1.5,0,-0.02008803,0.1,-0.7,0,-0.000440764,0.4,-1.2,0
-0.000169421,0,-1.325,0,-0.021973834,0.1,-0.65,0,-6.28E-06,0.4,-1.9,0
3.13E-05,0,-1.525,0,3.31E-05,0.1,-1.75,0,-0.000296088,0.4,-1.3,0
-0.000223048,0,-1.3,0,-0.008731045,0.1,-0.85,0,0,0.4,-2,0
-5.02E-06,0,-1.45,0,-0.007875881,0.1,-0.9,0,-1.23E-05,0.4,-1.8,0
8.83E-06,0,-1.475,0,-0.029494813,0.1,-0.6,0,-0.001260233,0.4,-1,0
-8.38E-05,0,-1.375,0,1.54E-05,0.1,-1.55,0,-0.000569197,0.4,-1.1,0
-4.98E-05,0,-1.4,0,-0.041596061,0.1,-0.5,0,-0.004092187,0.4,-0.8,0
-0.000118517,0,-1.35,0,1.75E-06,0.1,-1.5,0,-0.02155466,0.4,-0.2,0
-2.75E-05,0,-1.425,0,-0.032159951,0.1,-0.55,0,-0.023443854,0.4,-0.1,0
-0.003081281,0.025,-1.05,0,-0.056734645,0.1,-0.4,0,-3.24E-05,0.4,-1.7,0
4.93E-05,0.025,-1.7,0,-0.045321571,0.1,-0.45,0,-0.000108789,0.4,-1.5,0
-0.001292562,0.025,-1.15,0,3.21E-05,0.1,-1.6,0,-0.032164956,0.4,0,0
3.80E-05,0.025,-1.8,0,-0.00037474,0.1,-1.25,0,-5.27E-05,0.4,-1.6,0
-0.150212497,0.025,-0.05,0,-0.000812136,0.1,-1.2,0,-0.007653453,0.5,-0.4,0
2.97E-05,0.025,-1.85,0,-0.096389958,0.1,-0.2,0,-0.005031097,0.5,-0.6,0
-0.000119208,0.025,-1.35,0,-0.000251851,0.1,-1.3,0,-0.00245082,0.5,-0.8,0
-0.013460906,0.025,-0.8,0,1.68E-05,0.1,-1.9,0,-0.00096927,0.5,-1,0
-0.002057482,0.025,-1.1,0,0,0.1,-2,0,-3.24E-05,0.5,-1.8,0
4.47E-05,0.025,-1.75,0,8.13E-06,0.1,-1.95,0,-0.000505498,0.5,-1.2,0
2.26E-05,0.025,-1.5,0,-0.000160975,0.1,-1.35,0,-0.000230122,0.5,-1.4,0
-0.12037649,0.025,-0.15,0,-0.002323889,0.1,-1.05,0,0,0.5,-2,0
2.03E-05,0.025,-1.9,0,3.35E-05,0.1,-1.65,0,-0.0095324,0.5,0,0
-0.000223381,0.025,-1.3,0,-3.78E-05,0.1,-1.45,0,-9.50E-05,0.5,-1.6,0
-0.004399269,0.025,-1,0,-0.103404443,0.1,-0.15,0,-0.008064808,0.5,-0.2,0
0,0.025,-2,0,3.79E-05,0.1,-1.7,0,-0.001308879,0.6,-0.7,0
-5.07E-05,0.025,-1.4,0,-7.60E-05,0.1,-1.4,0,-0.003306274,0.6,-0.4,0
-0.006051005,0.025,-0.95,0,-0.135052416,0.1,0,0,-0.002289375,0.6,-0.6,0
-0.000755411,0.025,-1.2,0,-0.00485278,0.1,-0.95,0,-0.002550701,0.6,-0.5,0
-0.044263712,0.025,-0.5,0,-0.121996579,0.1,-0.05,0,-8.69E-05,0.6,-1.7,0
4.81E-05,0.025,-1.6,0,-0.116927386,0.1,-0.1,0,-0.000277855,0.6,-1.4,0
-5.82E-06,0.025,-1.45,0,-0.004341235,0.1,-1,0,-0.000196931,0.6,-1.5,0
-0.000410831,0.025,-1.25,0,2.55E-05,0.15,-1.8,0,-0.000510618,0.6,-1.2,0
-0.052176475,0.025,-0.45,0,-0.012085762,0.15,-0.8,0,-2.42E-05,0.6,-1.9,0
3.94E-05,0.025,-1.55,0,-0.00192458,0.15,-1.1,0,-0.000385529,0.6,-1.3,0
-0.135034136,0.025,-0.1,0,-0.018667395,0.15,-0.7,0,-0.000804025,0.6,-1,0
-0.159719956,0.025,0,0,-0.00074672,0.15,-1.2,0,0,0.6,-2,0
5.08E-05,0.025,-1.65,0,-0.052229022,0.15,-0.4,0,-0.000664789,0.6,-1.1,0
-0.061034186,0.025,-0.4,0,1.42E-05,0.15,-1.9,0,-0.001223788,0.6,-0.8,0
-0.008079816,0.025,-0.9,0,0,0.15,-2,0,-5.03E-05,0.6,-1.8,0
-0.093603023,0.025,-0.25,0,-0.068474424,0.15,-0.3,0,-0.000807959,0.6,-0.9,0
1.03E-05,0.025,-1.95,0,2.07E-05,0.15,-1.6,0,-0.003081201,0.6,-0.3,0
-0.106490643,0.025,-0.2,0,-1.28E-05,0.15,-1.5,0,-0.000130424,0.6,-1.6,0
-0.031064386,0.025,-0.6,0,-0.004019489,0.15,-1,0,-0.002026811,0.6,-0.2,0
-0.070876388,0.025,-0.35,0,-0.027375188,0.15,-0.6,0,0.00112103,0.6,0,0
-0.037245477,0.025,-0.55,0,2.97E-05,0.15,-1.7,0,-0.001158858,0.6,-0.1,0
-0.010532826,0.025,-0.85,0,-0.086224146,0.15,-0.2,0,0,0.7,-2,0
-0.020964219,0.025,-0.7,0,-0.007309016,0.15,-0.9,0,-6.36E-05,0.7,-1.8,0
-0.081729194,0.025,-0.3,0,-0.117308369,0.15,0,0,-0.000302196,0.7,-1.4,0
-0.02565844,0.025,-0.65,0,-0.038505137,0.15,-0.5,0,-0.00051797,0.7,-1.2,0
-0.016918692,0.025,-0.75,0,-9.21E-05,0.15,-1.4,0,-0.00015512,0.7,-1.6,0
-0.003046252,0.05,-1.05,0,-0.000260754,0.15,-1.3,0,-0.000776795,0.7,-1,0
3.72E-05,0.05,-1.8,0,-0.103457244,0.15,-0.1,0,-0.000629719,0.7,-0.4,0
-0.002320571,0.05,-1.075,0,-0.003612897,0.2,-1,0,-0.000952104,0.7,-0.8,0
-0.003433631,0.05,-1.025,0,0,0.2,-2,0,-0.001004919,0.7,-0.6,0
4.80E-05,0.05,-1.7,0,-0.001919997,0.2,-1.05,0,0.001162556,0.7,0,0
-0.001277485,0.05,-1.15,0,-0.000674288,0.2,-1.2,0,0.000706186,0.7,-0.2,0
3.29E-05,0.05,-1.825,0,-0.004052157,0.2,-0.95,0,-0.00016802,0.8,-1.6,0
-0.001475349,0.05,-1.125,0,-0.010898264,0.2,-0.8,0,-0.000308902,0.8,-1.4,0
4.01E-05,0.05,-1.775,0,-1.39E-05,0.2,-1.55,0,-3.46E-05,0.8,-1.9,0
-0.000865194,0.05,-1.175,0,-3.18E-05,0.2,-1.5,0,-0.000231797,0.8,-1.5,0
4.55E-05,0.05,-1.725,0,1.13E-05,0.2,-1.65,0,0,0.8,-2,0
2.43E-05,0.05,-1.875,0,5.73E-06,0.2,-1.6,0,-7.19E-05,0.8,-1.8,0
2.91E-05,0.05,-1.85,0,1.79E-05,0.2,-1.75,0,-0.000115908,0.8,-1.7,0
-0.004350498,0.05,-1,0,-0.046308132,0.2,-0.4,0,-0.000397097,0.8,-1.3,0
4.37E-05,0.05,-1.75,0,1.09E-05,0.2,-1.9,0,-0.000688687,0.8,-1,0
-0.002033617,0.05,-1.1,0,1.89E-05,0.2,-1.7,0,-0.000751431,0.8,-0.9,0
1.99E-05,0.05,-1.9,0,5.24E-06,0.2,-1.95,0,-7.52E-05,0.8,-0.4,0
-0.005985407,0.05,-0.95,0,1.41E-05,0.2,-1.85,0,-0.000776498,0.8,-0.8,0
0,0.05,-2,0,1.85E-05,0.2,-1.8,0,-0.000588615,0.8,-1.1,0
-0.043744227,0.05,-0.5,0,-0.100148848,0.2,0,0,-0.000503213,0.8,-1.2,0
-0.004851638,0.05,-0.975,0,-0.012039643,0.2,-0.75,0,-0.0006202,0.8,-0.6,0
-5.31E-05,0.05,-1.4,0,-0.090139452,0.2,-0.05,0,-0.000699237,0.8,-0.7,0
-0.013319477,0.05,-0.8,0,-0.000819858,0.2,-1.15,0,-0.000347215,0.8,-0.5,0
4.63E-05,0.05,-1.6,0,-0.037199786,0.2,-0.45,0,0.000741167,0.8,-0.2,0
-0.000746955,0.05,-1.2,0,-0.074196836,0.2,-0.2,0,0.000359707,0.8,-0.3,0
-0.000121485,0.05,-1.35,0,-0.018425712,0.2,-0.65,0,0.001232892,0.8,0,0
-0.000171903,0.05,-1.325,0,-0.024594868,0.2,-0.6,0,0.000991769,0.8,-0.1,0
-0.14322941,0.05,-0.05,0,-0.086822445,0.2,-0.1,0,0,0.9,-2,0
2.04E-05,0.05,-1.5,0,-0.016817674,0.2,-0.7,0,-0.000169427,0.9,-1.6,0
-0.117637615,0.05,-0.15,0,-0.077969597,0.2,-0.15,0,-0.000298981,0.9,-1.4,0
-0.000224636,0.05,-1.3,0,-7.27E-05,0.2,-1.45,0,-7.47E-05,0.9,-1.8,0
-8.69E-05,0.05,-1.375,0,-0.007339498,0.2,-0.85,0,-0.000608412,0.9,-1,0
2.85E-05,0.05,-1.525,0,-0.049743953,0.2,-0.35,0,-0.000653499,0.9,-0.8,0
-0.123940971,0.05,-0.125,0,-0.026753848,0.2,-0.55,0,1.85E-05,0.9,-0.4,0
-0.046610013,0.05,-0.475,0,-0.063882323,0.2,-0.25,0,-0.00045929,0.9,-1.2,0
4.14E-05,0.05,-1.575,0,-0.000383254,0.2,-1.25,0,-0.000474452,0.9,-0.6,0
5.80E-06,0.05,-1.475,0,-0.059849184,0.2,-0.3,0,0.000682648,0.9,-0.2,0
-0.000289019,0.05,-1.275,0,-0.034421222,0.2,-0.5,0,0.001092658,0.9,0,0
-0.136363644,0.05,-0.075,0,-0.000113625,0.2,-1.4,0,-7.28E-05,1,-1.8,0
4.83E-05,0.05,-1.675,0,-0.006585064,0.2,-0.9,0,-0.000134794,1,-0.5,0
-0.000483891,0.05,-1.225,0,-0.001729829,0.2,-1.1,0,0.000613756,1,-0.2,0
-3.07E-05,0.05,-1.425,0,-0.000191887,0.2,-1.35,0,9.32E-05,1,-0.4,0
-0.146737651,0.05,-0.025,0,-0.000275937,0.2,-1.3,0,-0.000437201,1,-0.7,0
5.03E-06,0.05,-1.975,0,-0.003149496,0.25,-1,0,0.00034636,1,-0.3,0
-0.006615206,0.05,-0.925,0,-0.009545332,0.25,-0.8,0,-0.000332018,1,-0.6,0
-0.000408014,0.05,-1.25,0,1.01E-05,0.25,-1.8,0,0.000901748,1,0,0
1.49E-05,0.05,-1.925,0,-5.43E-05,0.25,-1.5,0,0.00077753,1,-0.1,0
-8.20E-06,0.05,-1.45,0,-0.000606088,0.25,-1.2,0,-0.00051786,1,-0.9,0
3.74E-05,0.05,-1.55,0,5.92E-06,0.25,-1.7,0,0,1,-2,0
4.74E-05,0.05,-1.625,0,6.76E-06,0.25,-1.9,0,-0.000520978,1,-0.8,0
-0.131161586,0.05,-0.1,0,-0.001508789,0.25,-1.1,0,-0.000456577,1,-1.1,0
-0.110390735,0.05,-0.175,0,-0.000137934,0.25,-1.4,0,-0.000513964,1,-1,0
-0.051537355,0.05,-0.45,0,0,0.25,-2,0,-0.000334608,1,-1.3,0
-0.054826044,0.05,-0.425,0,-0.083473594,0.25,0,0,-0.000403432,1,-1.2,0
-0.011361407,0.05,-0.825,0,-0.073073694,0.25,-0.1,0,-0.00021307,1,-1.5,0
-0.039308438,0.05,-0.525,0,-1.22E-05,0.25,-1.6,0,-0.000274015,1,-1.4,0
-0.153768997,0.05,0,0,-0.039709458,0.25,-0.4,0,-0.000113926,1,-1.7,0
4.93E-05,0.05,-1.65,0,-0.02979969,0.25,-0.5,0,-0.000161175,1,-1.6,0
-0.092061793,0.05,-0.25,0,-0.014711036,0.25,-0.7,0,-3.53E-05,1,-1.9,0
-0.030721988,0.05,-0.6,0,-0.000294005,0.25,-1.3,0,-0.000411009,1.1,-1,0
-0.007993701,0.05,-0.9,0,-0.061889804,0.25,-0.2,0,-0.000239457,1.1,-1.4,0
-0.060246577,0.05,-0.4,0,-0.050688301,0.25,-0.3,0,-0.000390431,1.1,-0.8,0
1.01E-05,0.05,-1.95,0,-0.021432809,0.25,-0.6,0,-0.00033975,1.1,-1.2,0
-0.104493154,0.05,-0.2,0,-0.00576022,0.25,-0.9,0,-0.000210972,1.1,-0.6,0
-0.097413799,0.05,-0.225,0,6.76E-07,0.3,-1.8,0,0.000136842,1.1,-0.4,0
-0.014445045,0.05,-0.775,0,-0.008055917,0.3,-0.8,0,0.000538202,1.1,-0.2,0
-0.063999488,0.05,-0.375,0,-0.00128446,0.3,-1.1,0,0.000731605,1.1,0,0
-0.008768996,0.05,-0.875,0,-4.43E-06,0.3,-1.75,0,-0.000145165,1.1,-1.6,0
-0.032866632,0.05,-0.575,0,-0.000164515,0.3,-1.4,0,0,1.1,-2,0
-0.020741404,0.05,-0.7,0,-0.00023511,0.3,-1.35,0,-6.70E-05,1.1,-1.8,0
-0.010421737,0.05,-0.85,0,-0.000121131,0.3,-1.45,0,-5.84E-05,1.2,-1.8,0
-0.085304437,0.05,-0.275,0,1.12E-06,0.3,-1.85,0,0,1.2,-2,0
-0.069901268,0.05,-0.35,0,-0.000676649,0.3,-1.15,0,-2.87E-05,1.2,-1.9,0
-0.027223436,0.05,-0.625,0,-0.00142349,0.3,-1.05,0,-0.000124109,1.2,-1.6,0
-0.036823371,0.05,-0.55,0,-0.008969549,0.3,-0.75,0,-8.98E-05,1.2,-1.7,0
-0.018076196,0.05,-0.725,0,-8.70E-06,0.3,-1.7,0,-0.000159734,1.2,-1.5,0
-0.022314768,0.05,-0.675,0,-0.005462008,0.3,-0.85,0,-0.000198865,1.2,-1.4,0
-0.074158066,0.05,-0.325,0,-0.000309271,0.3,-1.3,0,-0.000293024,1.2,-1.1,0
-0.016740458,0.05,-0.75,0,-0.024686037,0.3,-0.5,0,-0.000234128,1.2,-1.3,0
-0.025381593,0.05,-0.65,0,-0.002655549,0.3,-1,0,-0.000271725,1.2,-0.8,0
-0.080512122,0.05,-0.3,0,-7.90E-05,0.3,-1.5,0,-0.000297497,1.2,-0.9,0
3.58E-05,0.075,-1.8,0,-0.00041847,0.3,-1.25,0,-0.000110099,1.2,-0.6,0
-0.001993835,0.075,-1.1,0,0,0.3,-2,0,-0.000199127,1.2,-0.7,0
0,0.075,-2,0,-0.000554205,0.3,-1.2,0,0.000169501,1.2,-0.4,0
-0.001252448,0.075,-1.15,0,9.63E-07,0.3,-1.95,0,-0.00031102,1.2,-1,0
-0.013084936,0.075,-0.8,0,-0.002987474,0.3,-0.95,0,2.49E-05,1.2,-0.5,0
-0.005876381,0.075,-0.95,0,-0.012381205,0.3,-0.7,0,-0.000271309,1.2,-1.2,0
1.93E-05,0.075,-1.9,0,-0.026560666,0.3,-0.45,0,0.000469899,1.2,-0.2,0
-1.21E-05,0.075,-1.45,0,-2.08E-05,0.3,-1.65,0,0.000325477,1.2,-0.3,0
1.68E-05,0.075,-1.5,0,-0.057216939,0.3,-0.1,0,0.000607104,1.2,0,0
-0.000125195,0.075,-1.35,0,2.13E-06,0.3,-1.9,0,0.000557235,1.2,-0.1,0
-0.000227048,0.075,-1.3,0,-5.57E-05,0.3,-1.55,0,-0.000100752,1.3,-1.6,0
4.20E-05,0.075,-1.75,0,-0.019522307,0.3,-0.55,0,0,1.3,-2,0
-0.0004022,0.075,-1.25,0,-0.059616991,0.3,-0.05,0,-4.84E-05,1.3,-1.8,0
-0.000732709,0.075,-1.2,0,-0.004858942,0.3,-0.9,0,-0.000156244,1.3,-1.4,0
4.60E-05,0.075,-1.7,0,-0.013634539,0.3,-0.65,0,-0.000203865,1.3,-1.2,0
4.34E-05,0.075,-1.6,0,-0.032484038,0.3,-0.4,0,-0.000219078,1.3,-1,0
-0.042892206,0.075,-0.5,0,-0.040920374,0.3,-0.3,0,-0.000167816,1.3,-0.8,0
-0.089622089,0.075,-0.25,0,-0.034493004,0.3,-0.35,0,0.000519598,1.3,0,0
-0.002987906,0.075,-1.05,0,-3.21E-05,0.3,-1.6,0,-2.37E-05,1.3,-0.6,0
2.81E-05,0.075,-1.85,0,-0.050951576,0.3,-0.15,0,0.000199585,1.3,-0.4,0
-5.71E-05,0.075,-1.4,0,-0.067457322,0.3,0,0,0.000422454,1.3,-0.2,0
-0.113572904,0.075,-0.15,0,-0.042803589,0.3,-0.25,0,-0.000115122,1.4,-1.4,0
9.80E-06,0.075,-1.95,0,-0.017927747,0.3,-0.6,0,-0.000140838,1.4,-1.2,0
-0.058964694,0.075,-0.4,0,-0.04951555,0.3,-0.2,0,-5.83E-05,1.4,-1.7,0
-0.016445216,0.075,-0.75,0,-0.000330026,0.35,-1.3,0,-0.00011066,1.4,-0.9,0
-0.007850689,0.075,-0.9,0,-0.006626555,0.35,-0.8,0,-0.00012988,1.4,-1.3,0
3.42E-05,0.075,-1.55,0,-9.51E-06,0.35,-1.8,0,-0.000135868,1.4,-1,0
-0.020372825,0.075,-0.7,0,-0.019794532,0.35,-0.5,0,-7.76E-05,1.4,-1.6,0
-0.030157689,0.075,-0.6,0,-0.00019152,0.35,-1.4,0,-3.83E-05,1.4,-1.8,0
-0.101381358,0.075,-0.2,0,-0.00107779,0.35,-1.1,0,-1.68E-05,1.4,-0.7,0
-0.050492627,0.075,-0.45,0,-0.044564732,0.35,-0.1,0,-9.72E-05,1.4,-1.5,0
-0.078560604,0.075,-0.3,0,-0.000541452,0.35,-1.2,0,-1.92E-05,1.4,-1.9,0
-0.004269347,0.075,-1,0,-0.002190315,0.35,-1,0,0,1.4,-2,0
-0.144332565,0.075,0,0,-0.000104842,0.35,-1.5,0,-0.000141643,1.4,-1.1,0
-0.13625863,0.075,-0.05,0,0,0.35,-2,0,-7.66E-05,1.4,-0.8,0
-0.125496903,0.075,-0.1,0,-2.43E-05,0.35,-1.7,0,0.00046777,1.4,0,0
-0.036129226,0.075,-0.55,0,-2.88E-06,0.35,-1.9,0,5.11E-05,1.4,-0.6,0
-0.068324681,0.075,-0.35,0,-0.031551086,0.35,-0.3,0,0.000229714,1.4,-0.4,0
-0.010237346,0.075,-0.85,0,-0.025575376,0.35,-0.4,0,0.000446423,1.4,-0.1,0
-0.024924428,0.075,-0.65,0,-0.01014269,0.35,-0.7,0,0.000140202,1.4,-0.5,0
4.68E-05,0.075,-1.65,0,-0.037609664,0.35,-0.2,0,0.000397195,1.4,-0.2,0
-0.016039974,0.1,-0.75,0,-0.014565033,0.35,-0.6,0,0.00032066,1.4,-0.3,0
-0.075872833,0.1,-0.3,0,-0.003999645,0.35,-0.9,0,0.000446853,1.5,0,0
-0.086272717,0.1,-0.25,0,-0.052075651,0.35,0,0,-2.96E-05,1.5,-1.8,0
3.40E-05,0.1,-1.8,0,-5.33E-05,0.35,-1.6,0,-6.29E-05,1.5,-1,0
-0.080212843,0.1,-0.275,0,-0.000350703,0.4,-1.3,0,0.000394492,1.5,-0.2,0
-0.001940079,0.1,-1.1,0,-0.000283482,0.4,-1.35,0,0.000265868,1.5,-0.4,0
-0.017319332,0.1,-0.725,0,-0.02700921,0.4,-0.15,0,-8.56E-05,1.5,-1.2,0
-0.013843486,0.1,-0.775,0,-0.030169689,0.4,-0.1,0,-7.91E-05,1.5,-1.4,0
-0.000395738,0.1,-1.25,0,-0.000444009,0.4,-1.25,0,3.87E-06,1.5,-0.8,0
3.02E-05,0.1,-1.825,0,-0.023628738,0.4,-0.25,0,-5.74E-05,1.5,-1.6,0
3.66E-05,0.1,-1.775,0,-0.026507033,0.4,-0.2,0,0,1.5,-2,0
-0.070054913,0.1,-0.325,0,-0.020058153,0.4,-0.35,0,0.000119652,1.5,-0.6,0
-0.091015278,0.1,-0.225,0,-0.022904924,0.4,-0.3,0,7.40E-05,1.6,-0.8,0
-1.75E-05,0.1,-1.45,0,-0.016163663,0.4,-0.45,0,3.18E-05,1.6,-0.9,0
-0.005727673,0.1,-0.95,0,-0.012289429,0.4,-0.55,0,-2.66E-05,1.6,-1.1,0
-0.019866293,0.1,-0.7,0,-0.015062443,0.4,-0.5,0,-2.37E-05,1.6,-1.8,0
-0.001405969,0.1,-1.125,0,-0.011258767,0.4,-0.6,0,0,1.6,-2,0
-0.012763428,0.1,-0.8,0,-0.019053791,0.4,-0.4,0,-1.26E-05,1.6,-1.9,0
-0.000470228,0.1,-1.225,0,-0.008781788,0.4,-0.65,0,-4.29E-05,1.6,-1.6,0
-0.021369456,0.1,-0.675,0,-4.05E-06,0.4,-1.95,0,-3.55E-05,1.6,-1.7,0
-3.11E-06,0.1,-1.475,0,0,0.4,-2,0,-5.15E-05,1.6,-1.4,0
-0.006332848,0.1,-0.925,0,-0.001003204,0.4,-1.05,0,-5.07E-05,1.6,-1.5,0
-0.000293059,0.1,-1.275,0,-0.000626535,0.4,-1.15,0,-4.12E-05,1.6,-1.2,0
-0.010887721,0.1,-0.825,0,-8.08E-06,0.4,-1.9,0,-5.09E-05,1.6,-1.3,0
-0.000825786,0.1,-1.175,0,-0.000899154,0.4,-1.1,0,-1.99E-06,1.6,-1,0
1.17E-05,0.1,-1.5,0,-0.032109197,0.4,-0.05,0,0.000452155,1.6,-0.1,0
